experiment,strategy,target_cefr,text_id,original,simplified,reference,gold_cefr,pred_cefr,conf_score,meaningbert,bertscore,prob_A1,prob_A2,prob_B1,prob_B2
B1_4_merged,4_merged,B1,86-b1,"Both of these kinds of accidents are extremely rare, but boats and trains can cause a bridge to collapse for different reasons. With trains, it's the velocity of the impact that can bring a bridge down. With boats, it's the very large mass they have that can bring about the collapse, even if they are moving very slowly when it occurs. The best way to avoid bridge failures is to plan for them. Modern technologies that can detect structural weakness, safer working environments and better designs can all help to reduce these terrible accidents.","These kinds of accidents are very rare, but boats and trains can cause a bridge to collapse for different reasons. With trains, it is the speed of the impact that can make a bridge fall down. However, boats can cause a bridge to fall down because of their very large mass, even if they hit it very slowly. The best way to avoid bridge failures is to plan for them carefully. Modern technologies that can detect structural weakness, safer working environments, and better designs can all help to reduce these terrible accidents.","Both of these kinds of accidents are extremely rare, but boats and trains can cause a bridge collapse in different ways. For trains, the speed of the crash can break the bridge. For boats, it is their heavy weight that can cause the collapse, even if they are moving slowly. The best way to stop bridge failures is to prepare for them. Modern technology that finds weakness in bridges, safer working environments and better bridge designs can all help reduce these serious accidents.",B1,B1,0.9833,85.08,0.9572,0.0001,0.0056,0.9833,0.0048
B1_4_merged,4_merged,B1,85-b1,"One of the most important modern functions of zoos is supporting international breeding programmes, particularly for endangered species. In the wild, some of the rarest species have difficulty in finding mates and breeding, and they might also be threatened by poachers, loss of their habitat and predators. A good zoo will enable these species to live and breed in a secure environment. In addition, as numbers of some wild species drop, there is an increased danger of populations becoming too genetically similar. Breeding programmes provide a safeguard: zoo-bred animals can be released into the wild to increase genetic diversity.","One of the most important jobs of zoos today is to support international programmes that breed animals, especially endangered species. In the wild, some of the rarest species find it hard to find mates and breed, and they might also be threatened by poachers, habitat loss, and predators. A good zoo will allow these species to live and have babies in a safe place. Also, when there are fewer wild species, there is more danger that groups of animals will become too similar in their genes. These programmes help to prevent this problem, as animals born in zoos can be released into the wild to increase genetic variety.","One of the most important roles of zoos is supporting international breeding programmes, especially for animals that are endangered. In the wild, some rare animals find it hard to find partners and have babies. They are also in danger from hunters, the loss of their homes, and other animals that hunt them. A good zoo gives these species a safe place to live and reproduce. Another problem is that when the number of animals in the wild becomes very small, they can become too genetically similar. Breeding programmes help with this, because animals born in zoos can later be relaesed into the wild to make the population stronger and more diverse.",B1,B1,0.9235,85.32,0.9412,0.0019,0.0702,0.9235,0.004
B1_4_merged,4_merged,B1,90-b1,"Maybe dreams are the result of our mind organising the thoughts we have during the day, but they appear in dreams with symbolic meaning. When we're awake, our thoughts mostly appear in our minds as words, like conversations we have with ourselves. But when we're asleep, the part of our brain that controls language becomes less active while the part that controls emotions becomes more active. ","Perhaps dreams are the result of our mind organizing the thoughts we have during the day, but they appear in dreams with symbolic meaning. When we are awake, our thoughts mostly appear in our minds as words, like conversations that we have with ourselves. However, when we are asleep, the brain area for language becomes less active, while the area that controls emotions becomes more active.","Dreams may happen because our mind is organising the thoughts we have during the day, but in dreams, these thoughts often appear as symbols. When we are awake, our thoughts usually come to us in words, like small conversations with ourselves. But when we are asleep, the part of the brain that controls language is less active, and the part that controls emotions is more active.",B1,A2,0.9595,88.37,0.953,0.0009,0.9595,0.0382,0.0001
B1_4_merged,4_merged,B1,97-b1,"Gary Collins, an off-duty policeman, was watching the London riots on TV. He immediately recognised several people and cut his holiday short to help with identification. He ended up spending six months going through the CCTV film and managed to identify 190 people, many from their eyes alone. His help was of decisive importance in the investigation. Even with 200,000 hours of footage, facial recognition software managed to identify just one person.","Gary Collins, who was an off-duty policeman, was watching the London riots on TV. He immediately recognised several people, which made him end his holiday early so he could help with their identification. He then spent six months looking at the CCTV footage and identified 190 people, many of them just from their eyes. His help was very important for the police investigation, which was trying to find the people involved in the riots. However, even with 200,000 hours of footage, facial recognition software could only identify one person.","Gary Collins, a policeman who was off for holidays, was watching the London riots on television. He immediately recognised several people and ended his holiday early to help identify them. He then spent six months looking at CCTV videos and managed to identify 190 people, many just from their eyes. His work was very important for the investigation. To compare, facial recognition software could only identify one person from 200,000 hours of video.",B1,B1,0.9527,94.52,0.9541,0.0001,0.0454,0.9527,0.0003
B1_4_merged,4_merged,B1,91-b1,"Having good relationships is a big part of being happy. In one study, most happy people were found to have strong ties to friends and family and they made sure they spent time with them regularly. You also need at least one person who you discuss personal feelings with – called 'self-disclosure'. Just one person for a heart-to-heart is enough, together with a network of other relationships. It's not enough to have lots of friends just to do things with or chat to about music or football. That deeper connection is all-important. Some people need to learn how to listen effectively to others in order to develop stronger relationships.","Having good relationships is an important part of being happy. In one study, most happy people had strong connections with friends and family, and they spent time with them regularly. You also need at least one person who you can talk with about your personal feelings. Just one person for deep conversations is enough, as long as you also have other relationships. It is not enough to have many friends only for doing activities or talking about things like music or sports, which are not very personal. However, having this deeper connection, where you can share your personal feelings, is extremely important for happiness. Some people need to learn how to listen carefully to others so they can build stronger relationships.","Good relationships are a big part of happiness. In one study, most happy people were found to have close connections with family and friends, and they spent time with them often. It is also important to have at least one person you can talk to about personal feelings. It is called ""self-disclosure"". One close person for heart-to-heart talks, plus a wider group of friends, is enough. Having many friends just for activities or small talk about things like music or football is not enough. A deeper connection is important. Some people also need to learn how to listen to others better so they can build stronger relationships.",B1,A2,0.9501,85.3,0.9424,0.0009,0.9501,0.0461,0.0002
B1_4_merged,4_merged,B1,93-b1,"The rover analyses the air around it periodically, and in 2014 it found the air contained another of the most basic organic molecules and a key ingredient of natural gas: methane. One of the characteristics of methane is that it only survives a few hundred years. This means that something, somewhere on Mars, is replenishing the supply. According to NASA, Mars emits thousands of tons of methane at a time. The level of methane rises and falls at seasonal intervals in the year, almost as if the planet is breathing it.","The rover regularly examines the air around it, and in 2014 it detected methane, which is an important organic molecule and a main component of natural gas. A special characteristic of methane is that it only lasts for a few hundred years. Therefore, this means that something on Mars is constantly adding to the supply. According to NASA, Mars releases thousands of tons of methane at one time. The amount of methane rises and falls with the seasons each year, almost as if the planet is breathing.","The rover sometimes analyses the air on Mars, and in 2014 it discovered methane, which is one of the basic organic molecules and an important part of natural gas. Methane can only last a few hundred years, so something on Mars must be making more of it. NASA says that Mars releases thousands of tons of methane at once. The amount of methane increases and decreases with the seasons, almost like the planet is breathing.",B1,A2,0.5645,88.3,0.9563,0.0001,0.5645,0.4298,0.0014
B1_4_merged,4_merged,B1,92-b1,"Psychologist and 'growth mindset' proponent Carol Dweck spoke of the plasticity of the brain and our ability to develop skills and talents that we might not have been good at to start with. Many of us tend to focus our praise on the end result and seemingly innate talents, e.g. 'You really have an eye for details' or 'You have a real talent for organising events'. However, research suggests that by focusing on the process of how things are done – praising effort, experimentation and problem-solving strategies – we can encourage the development of new skills and the continued honing of talents.","Psychologist Carol Dweck, a supporter of the 'growth mindset', spoke about how our brain can change and how we can develop skills and talents we lacked initially. Many of us often praise the final result and talents that seem natural, for example, 'You have an eye for details' or 'You are good at organising events'. However, research shows that focusing on how things are done, by praising effort, trying new things, and solving problems, helps us develop new skills and improve talents.","Psychologist Carol Dweck, who supports the idea of a 'growth mindset', spoke about how the brain can change and how we can develop skills and talents, even if we were not good at them at firstt. Many people usually give praise for the final result or for natural talent, for example: ""You are good at noticing details"" or ""You are great at organising events."" But research shows it is better to focus on the process. By prarisising effort, trying new things, and problem-solving, we can help people build new skills and improve their talents.",B1,C1,0.5221,94.52,0.9497,0.0035,0.2495,0.2235,0.0013
B1_4_merged,4_merged,B1,98-b1,"Personally, I think it's fascinating to consider how we'll speed up our evolution as a species by augmenting our bodies. Imagine if you could implant a computer inside our brain! Soon we'll be able to do just that and enhance our mathematical ability, audiovisual perception and our memory, and this idea is only going to become more and more commonplace.","Personally, I think it is interesting to think about how we will make our development as a species faster by improving our bodies. Imagine if you could put a computer inside your brain, which would be a very big step for humans. Soon we will be able to do that and improve our mathematical ability, our sight and hearing, and our memory, and this idea will become more and more common.","I think it is very interesting to imagine how humans will evolve faster by adding technology to our bodies. For example, imagine having a computer inserted into our brain. In the future, this may be possible, and it could improve our maths skills, our hearing and sight, and our memory. This idea will probably become more and more common.",B1,A2,0.9989,84.52,0.9386,0.0002,0.9989,0.0007,0.0001
B1_4_merged,4_merged,B1,99-b1,"It was a fascinating talk and the speaker really hit the nail on the head with a couple of things. Take parental influence, for instance. How can we expect teenagers not to text while doing their homework when they witness their parents posting on social media while cooking the evening meal or waiting at a red light? She also made a valid point about people wanting to be in two or several places at once. So they switch back and forth between their real-life and online conversations. I see it all the time with my teenage daughter and her friends. They arrange to meet and then sit together in silence while each one engages in a different conversation online.","It was a very interesting presentation, and the speaker was completely right about a few important points. For example, consider the influence that parents have on their children. It is difficult to expect teenagers to avoid texting during homework, when they see their parents using social media while cooking dinner or waiting at traffic lights. She also said something important about people who want to be in many places at the same time. Therefore, they often switch quickly between talking to people in person and talking to people online. I see this happening very often with my teenage daughter and her friends. They plan to meet, but then they sit together without speaking, because each person is having a different conversation online.","The talk was very interesting, and the speaker made some excellent points. One example was about the influence of the parents. How can we expect teenagers not to text during their homework if they see their parents posting on social media while cooking or even at a traffic light? She also pointed out that people want to be in more than one place at the same time. So they switch between real-life and online conversations. I see this often with my teenage daughter and her friends. They meet up and then sit in silence while each one is busy with a different online conversation.",B1,B1,0.9985,85.56,0.9438,0.0001,0.0005,0.9985,0.0001
B1_4_merged,4_merged,B1,96-b1,"No matter what kind of house it is, the basement is a scary place in horror films. That's usually where something is hiding or where the evil psychopath has hidden their tools. Basements are always dark and often damp. You can only reach them by a narrow staircase. And basements are always creepy, even when there isn't anything down there.","Regardless of the type of building, the basement is a frightening location in horror films. This is often the place where something is hiding, or where the evil person has hidden their dangerous tools. Basements are consistently dark and frequently damp, and you can only reach them using a narrow staircase. Furthermore, basements are always creepy, which makes people feel uncomfortable, even when nothing is actually present inside.","The basements in horror films are alway scary, no matter what kind of house it is. It's usually the place where something is hiding or where a dangerous person hides their tools. Basements are always dark and sometimes damp. You can go down by a narrow staircase and reach them. Even if nothing is inside, basements still feel creepy.",B1,B1,0.7273,86.74,0.9404,0.0005,0.271,0.7273,0.0003
B1_4_merged,4_merged,B1,103-b1,"In an attempt to inject some positivity into their feedback, many managers rely on sandwiching negative feedback between two positive comments. However, when feedback becomes such a routine, employees can start to perceive positive feedback as simply a form of sugarcoating the negatives, thus diminishing its value. Instead, positive feedback should not simply be seen as something to cushion the negative, but should be delivered so as to reinforce and encourage good performance.","To make their feedback more positive, many managers often use a method where they put negative feedback between two positive comments. However, when this feedback method becomes a routine, employees might start to see positive feedback as just hiding the negative points, which makes it less valuable. Instead, positive feedback should not only be used to soften negative comments, but it should strengthen and encourage good performance.","Many managers try to make feedback softer by using the ""sandwich"" method: they give a positive comment, followed by a negative one, and finish with another positive. But if this happens too often, workers may think that positive words are only there to hide the bad ones. This makes positive feedback less useful. Positive feedback should not just be used to cover the negatives. It should be given clearly to support the good work.",B1,A2,0.9787,90.2,0.9156,0.0004,0.9787,0.0166,0.0002
B1_4_merged,4_merged,B1,100-b1,"As for news stories that make us think the world is an increasingly violent place, there is cause for some optimism too. Between the end of World War II and 1990, there were 30 wars that killed more than 100,000 people. Today there are still civil wars, but countries are mostly co-existing more peacefully than in the past. However, terrorism has shot up in the last few years and, since World War II, wars have killed many more civilians than soldiers. Even for civilians, though, the statistics are not all bad. Although deaths are nine times more likely to be a result of violent crime than political conflict, the global murder rate fell slightly, from 8 per 100,000 people in 2000 to about 5.3 in 2015.","When we read news stories which make us believe the world is becoming more violent, there are also reasons to feel hopeful. Between the end of World War II and 1990, there were 30 wars which killed over 100,000 people. Today there are still civil wars, but most countries are living together more peacefully than before. However, terrorism has increased a lot in recent years, and since World War II, wars have killed many more civilians than soldiers. However, even for civilians, the statistics are not all bad, because some numbers show improvement. Although people are nine times more likely to die from violent crime than from political conflict, the number of murders around the world went down slightly, from 8 per 100,000 people in","When we read the news, it may seem like the world is becoming more violent, but there are also reasons to be hopeful. Between the end of World War II and 1990, there were 30 wars that killed more than 100, 000 people. Today, there are still civil wars, but many countries live more peacefully than before. Terrorism has grown in the last years, and since World War II, wars have killed more civilians than soldiers. But statistics are not all bad for civilians. Deaths are nine times more likely to come from violent crime than from political conflict, but the global murder rate has gone down, from 8 per 100,000 people in 2000 to about 5.3 in 2015.",B1,B1,0.9605,90.06,0.9553,0.0,0.0,0.9605,0.0388
B1_4_merged,4_merged,B1,106-b1,"Your manager stops you and says she needs to have a word about your performance in the recent project. You worry about it all weekend, wondering what you might have done wrong. When you step into her office on Monday morning she begins by praising you for the good work you've done on the project, and you wonder if this is the obligatory praise that starts off the typical 'feedback sandwich'. You know how the feedback sandwich goes: say something nice, say what you really want to say, say something nice again.","Your manager stops you and says she needs to talk about your work in the recent project. You worry about this all weekend, wondering what mistakes you might have made. When you go into her office on Monday morning, she begins by praising your good work on the project, and you wonder if this is the expected praise which always begins the usual 'feedback sandwich'. You know how the feedback sandwich works: you first say something good, then you say the main point, and finally you say something good again.","Your manager stops you and says she wants to talk to you about your work on the last project. You worry about it all weekend, thinking you may have done something wrong. On Monday, you go into her office and she starts by saying good things about your work. You are not sure if this is just the usual ""feedback sandwich"". The feedback sandwich goes like this: You say somthing nice, then say something you really want to say (usually a criticism), then say something nice again.",B1,A2,0.8851,86.24,0.9409,0.0021,0.8851,0.1124,0.0
B1_4_merged,4_merged,B1,102-b1,"The majority of people believe that developing countries are in a terrible situation: suffering from incredible poverty, governed by dictators and with little hope for any meaningful change. But, surprisingly, this is far from the truth. The reality is that a great transformation is occurring. Over the past 20 years, more than 700 million people have increased their income and come out of poverty. Additionally, six million fewer children die every year from disease, millions more girls are in school and millions of people have access to clean water.","Most people believe that developing countries are in a very difficult situation, suffering from extreme poverty, ruled by dictators, and with little hope for any real change. However, surprisingly, this common idea about developing countries is actually not true, because a big change is happening. Over the past 20 years, more than 700 million people have increased their income and are no longer living in poverty. Also, every year six million fewer children die from disease, millions more girls are now in school, and millions of people have access to clean water.","Many people think that developing countries are in very bad conditions. They imagine extreme poverty, strong rulers who do not allow freedom, and no chance for change. But this is not the truth. In fact, a big change is happening. Over the past 20 years, more than 700 million people have escaped poverty by earning more money. Also, six million fewer children die each year from sickness. More girls are now going to school, and millions of people can drink clean water.",B1,A2,0.9942,86.29,0.948,0.0003,0.9942,0.004,0.0001
B1_4_merged,4_merged,B1,104-b1,"I'm a member of the Campaign to Stop Killer Robots. Forget the movie image of a terrifying Terminator stamping on human skulls and think of what's happening right now: military machines like drones, gun turrets and sentry robots are already being used to kill with very little human input. The next step will be autonomous 'murderbots', following orders but ultimately deciding who to kill on their own. It seems clear to me that this would be completely unethical and dangerous for humanity. We need to be very cautious indeed about what we ask machines to do.","I am a member of the Campaign to Stop Killer Robots. Forget the scary movie image of a Terminator attacking people, and instead think about what is happening now: military machines, such as drones, gun turrets, and sentry robots, are already killing with very little human control. The next step will be independent 'murderbots', which will follow orders but finally decide who to kill by themselves. It seems clear to me that this would be completely wrong and dangerous for all people. We need to be very careful about what we ask machines to do.","I am part of the Campaign to Stop Killer Robots. Forget the picture from films of a scary robot like the Terminator. Look instead at what is happening now: military machines such as drones, gun turrets, and guard robots are already being used to kill with little control from humans. The next step could be fully independent ""murderbots,"" which follow orders but also decide on their own who to kill. I believe this would be very wrong and dangerous for all people. We must be very careful about what jobs we give to machines.",B1,A2,0.6574,93.04,0.9609,0.0002,0.6574,0.2036,0.0204
B1_4_merged,4_merged,B1,101-b1,"Wasfia has dedicated her life to supporting human rights and has witnessed numerous international humanitarian projects in her homeland to educate and train women and girls, but once too often they have been left with nothing when such projects have stopped running. Wasfia saw that Bangladesh needed to stand up for itself and so she brought together two of her passions, mountaineering and human rights, in order to try and change attitudes towards women in her country. She originally took up climbing while working on humanitarian campaigns in Tibet and Nepal, as in a coastal, primarily flat country like Bangladesh most people have never set eyes on a mountain. Her campaign seems to be doing the trick as fellow countrymen and women are sitting up and taking notice along with the rest of the world. ","Wasfia has spent her life helping human rights and has seen many international projects in her country that taught women and girls, but too often, when these projects ended, the women and girls had nothing. Wasfia saw that Bangladesh needed to stand up for itself, so she combined her two passions, mountain climbing and human rights, to change attitudes towards women in her country. She started climbing while working on projects to help people in Tibet and Nepal, because Bangladesh is a flat country near the sea, and most people there have never seen a mountain. Her campaign seems to be working, as people in her country and around the world are now paying attention.","Wasfia has spent her life helping people fight for human rights. In her homeland, she has seen many international projects that tried to teach and train women and girls, but often these projects ended with leaving them with nothing. Wasfia saw that Bangladesh needed to stand up on their own. She joined her two passions- mountain climbing and human rights, to change how people think about women. She first started climbing in Tibet and Nepal, because in Bangladesh, which is flat and near the sea, most people have never seen a mountain. Her campaign is working, as people in Bangladesh and around the world are paying attention.",B1,B1,0.9987,76.67,0.955,0.0,0.0004,0.9987,0.0008
B1_4_merged,4_merged,B1,105-b1,"Overall, more people are learning English than the other languages combined and English is spoken in the highest number of countries. However, Chinese has by far the greatest number of native speakers. There seems to be little correlation between how many native speakers there are of a language and the number of learners, but there is a stronger link between the number of learners and how many countries have speakers.","Generally, more people are learning English than all other languages together, and English is spoken in the greatest number of countries. However, Chinese has by far the greatest number of native speakers. There seems to be little connection between the number of native speakers a language has and the number of people who learn it. However, there is a closer link between the number of learners and the number of countries where people speak that language.","More people are learning English than all other languages, altogether,  and English is the most spoken language in many countries. But Chinese has the largest number of native speakers. There is not much link between how many native speakers a language has and how many people learn it. Instead, there is a stronger link between how many people learn a language and how many countries use it.",B1,A2,0.9827,86.38,0.9516,0.0007,0.9827,0.0164,0.0001
B1_4_merged,4_merged,B1,114-b1,"This horror film cliché was especially popular with horror films of the late 20th century. It starts with a group of teenagers all enjoying themselves, and it ends with everyone dead except one girl. At the beginning the girl is usually innocent, shy and not particularly strong. By the end, she has become the toughest and most resourceful person in the world. The last girl almost always wins in the end.","This common situation in horror films was very popular, especially in films from the late 20th century. This story usually begins with a group of teenagers who are enjoying themselves, but it ends with everyone dead except for one girl. At the beginning of the film, this girl is usually innocent, shy, and not very strong. However, by the end, she has become the strongest and most skilled person, who can deal with any problem. Therefore, this last girl, who is the only one left, almost always wins in the end.","This horror film cliché was especially popular in the late 20th century. The story usually begins with a group of teenagers having fun, but it ends with all of them dead except for one girl. At first, this girl is often  quite, shy and not very strong. By the end, she becomes brave, smart, and strong enough to survive. The ""last girl"" almost always win the danger at the end.",B1,B1,0.9729,86.56,0.9323,0.0001,0.0269,0.9729,0.0
B1_4_merged,4_merged,B1,115-b1,"If we want to know where our capability for complex language came from, we need to look at how our brains are different from other animals. This relates to more than just brain size; it is important what other things our brains can do and when and why they evolved that way. And for this there are very few physical clues; artefacts left by our ancestors don't tell us what speech they were capable of making. One thing we can see in the remains of early humans, however, is the development of the mouth, throat and tongue. By about 100,000 years ago, humans had evolved the ability to create complex sounds. Before that, evolutionary biologists can only guess whether or not early humans communicated using more basic sounds.","If we want to know where our ability to use complex language came from, we need to understand how our brains are different from other animals. This is about more than just brain size; it is also important to know what other things our brains can do, and when and why they developed. However, there are very few physical clues for this, because artefacts left by our ancestors do not tell us what speech they could make. One thing we can see in the remains of early humans, however, is how their mouth, throat, and tongue developed. By about 100,000 years ago, humans had developed the ability to create complex sounds, which was important for language. Before that time, evolutionary biologists can only guess if early humans communicated using more basic sounds.","If we want to know where our ability for complex language came from, we need to look at how the human brain is different from the brains of other animals. It is not only about brain size, but also about what our brains can do, when these abilities appreared and why. There are a few physical clues about this, because objects from early humans cannot show us what kind of speech thry used. But one thing we can study is the development of the mouth, throat and tongue. Around 100,000 years ago, humans developed the ability to make complex sounds. Before that, scientists could only guess if early humans used simpler sounds to communicate.",B1,A2,0.7262,89.71,0.9369,0.0002,0.7262,0.2674,0.001
B1_4_merged,4_merged,B1,107-b1,"A fast-paced, foot-tapping rock album, Born in the USA's lyrics nevertheless carry emotional weight. Behind the catchy rock melodies that drive these powerhouse classics are stories of the dark side of the American dream. Many tracks deal with the struggles of hard-working ordinary people and the bitterness and anger they feel as life doesn't bring them riches or glory. The song Glory Days, for example, is about people in a small town looking back at when they were young and had the world at their feet while Downbound Train tells the story of a young man whose life is ruined when he loses his job. It's not hard to imagine that the artist is channelling real people he knew and the life he might have had if he hadn't become a star. The album will leave you in no doubt of the unique and extraordinary talent of the Boss.","Born in the USA is an energetic rock album, however, its lyrics also carry deep emotional meaning. Behind the catchy rock melodies that make these classic songs popular, there are stories about the difficult parts of the American dream. Many songs talk about the problems of ordinary, hard-working people and the anger they feel because life does not give them wealth or fame. For example, the song Glory Days is about small-town people remembering their youth and feeling they could achieve anything, while Downbound Train tells of a young man whose life becomes difficult after losing his job. It is easy to imagine that the artist writes about real people he knew, and the life he might have had if he had not become a star. The album will make you certain of the very special and amazing talent of the Boss.","Born in the USA is a fast rock album with strong rhythms, but its lyrics also convey deep feelings. Behind the catchy music are stories about the dark side of the American dream. Many songs talk about the hard lives of working people and their anger when life does not give them money or successs. For example, Glory Days is about small-town people remembering their youth, while Downbound Train tells of a young man whose life falls apart after losing his job. It is easy to think the singer is using the voice of the real people he knew, and the life he might have lived without fame. The album clearly shows the great talent of ""the boss"".",B1,B1,0.9936,85.81,0.9434,0.0001,0.0002,0.9936,0.0015
B1_4_merged,4_merged,B1,120-b1,"Don't always follow positive feedback with negative feedback. When positive and negative feedback always appear to go hand in hand, the positives can become devalued and ignored. Ensure there are times when positive feedback is given for its own sake and resist the temptation to offer constructive criticism.","It is important that you do not always give negative feedback right after you have given positive feedback. When positive and negative feedback always seem to come together, the positive comments can become less important and people might ignore them. Make sure that there are times when you give positive feedback on its own, and try to avoid giving constructive criticism then.","Don't always give negative feedback after positive feedback. If positive and negative comments always come together, the positive ones can lose their value and be ignored. Make sure you give positive feedback on its own, and avoid the urge to add criticism.",B1,A2,0.9724,87.45,0.9536,0.0001,0.9724,0.0253,0.0
B1_4_merged,4_merged,B1,109-b1,"Best-selling author Terrie Sharp knows how to tell a good story or two, having twice won the Olive Crime Writer Award. Born on the housing estate with the highest crime rate in Glasgow, she learned to keep quiet, stay out of trouble and how to open car doors with a knife. Luckily, she only used her knowledge to write her novels and she's not so quiet these days, appearing on popular daytime shows like Police Today and at writing conferences throughout the UK.","Best-selling author Terrie Sharp, who has won the Olive Crime Writer Award twice, knows how to tell good stories. Born in a Glasgow housing estate with the most crime, she learned to keep quiet, stay out of trouble, and how to open car doors with a knife. Luckily, she only used her knowledge to write her novels. However, she is now very public, appearing on TV shows and at writing events.","Terrie Sharp is a best-selling author who knows how to tell exciting stories. She has won the Olive Crime Writer Award twice. She grew up on a housing estate in Glasgow that had the highest crime rate in the UK. There, she learned to stay quiet, avoid trouble, and even open car doors with a knife. Luckily, she only used this in her books. Nowadays, she is not that quite, she often appears on TV shows like Police Today and speaks at writing conferences across the UK.",B1,B1,0.6319,83.96,0.9413,0.0004,0.3675,0.6319,0.0
B1_4_merged,4_merged,B1,108-b1,"Lewis would like to see the number of marine protected areas in the world increase from 3 per cent to 10 per cent in an attempt to reverse the damage caused by human activity such as overfishing, polluting and littering. During his expeditions, Lewis has witnessed this environmental destruction first-hand. He's swum over coral reefs bleached by the increase in water temperature, and observed underwater deserts beneath the shallow waters of the Red Sea, devoid of life and strewn with plastic. Pugh believes that nature can recover if it is given space to do so, but the clock is ticking. If we don't start looking after our seas, we may soon have an unsolvable problem on our hands.","Lewis wants the number of protected areas in the sea to increase from 3 per cent to 10 per cent, to reverse the damage caused by human activities like overfishing, polluting, and littering. During his journeys, Lewis has observed this damage to nature directly. He has swum over coral reefs which lost their colour because the water became warmer, and he has seen places under the shallow Red Sea which were like deserts, without any life and covered with plastic. Pugh believes that nature can get better if it has enough room, but there is not much time left. If we do not start taking care of our seas, we may soon have a problem that we cannot fix.","Lewis wants to see the number of marine protected areas in the world increase from 3% to 10%. He believes this can help repair the damage caused by people, such as overfishing, pollution, and throwing rubbish into the sea. On his journey, Lewis has seen this destruction himself. He has swum over coral reefs that turned white becaurse of warmer water and seemed empty underwater deserts in the Red Sea, with no life and loads of plastic. Pugh thinks nature can recover if we give it space, but time is running out. If we dont take care of our seas now, they problem may soon be impossible to solve.",B1,B1,0.9961,80.01,0.9352,0.0,0.0,0.9961,0.0037
B1_4_merged,4_merged,B1,111-b1,"In older horror films, when protagonists were in desperation, it was difficult or impossible for them to call for help or call the police. Mobile phones have made that situation a bit less believable now. What's the solution to maintain suspense? No phone coverage! If you're a hero in a horror film, it's almost certain that at a key moment, just when you absolutely need to call for help, you will not have any coverage at all. Or your phone battery will die just as you are making the call. Or both.","In older horror films, the main characters, who often felt desperate, found it difficult or impossible to call for help or the police. However, mobile phones have now made that situation a bit harder for audiences to believe. Therefore, filmmakers often use the solution, which is no phone coverage, to maintain the suspense. If you are a hero in a horror film, you will very likely have no phone coverage when you most need to call for help. Or, your phone battery will die at the exact moment you are making the call, or both things will happen.","In old horror films, when the main characters were in trouble, it was hard or even impossible for them to call for help or contact the police. Today, with mobile phones, that probelm seems less realistic. So how do filmmakers keep the suspense? They use the idea of no phone signal. In many horror films, at the key moment when the hero needs to call for help, there is no signal. Or the phone battery will die just as thry make the call. Or sometimes both happen.",B1,B1,0.7389,90.13,0.9257,0.001,0.1816,0.7389,0.007
B1_4_merged,4_merged,B1,110-b1,"Are things getting worse every day? Is progress an impossible goal? In Enlightenment Now, Steven Pinker looks at the big picture of human progress and finds good news. We are living longer, healthier, freer and happier lives. The real problem, Pinker argues, is that the Enlightenment values of reason and science are under attack. When commentators and demagogues appeal to people's tribalism, fatalism and distrust, then we are in danger of causing irreparable damage to important institutions like democracy and world co-operation.  ","Are things getting worse every day? Is progress an impossible goal? In his book, Enlightenment Now, Steven Pinker looks at the overall situation of human progress and finds good news. He explains that we are now living lives that are longer, healthier, freer, and happier. However, Pinker argues that the real problem is that the important ideas of the Enlightenment, like reason and science, are being challenged. When some leaders use people's group loyalty, their belief in fate, and their distrust, we risk causing great harm to important systems like democracy and international cooperation.","Are things getting worse every day? Is progress impossible? In Enlightenment Now, Steven Pinker studies the history of human progress and finds much good news. People live longer, healthier, freer, and happier lives. But Pinker warns that the real danger is the attack on Enlightenment values such as reason and science. When leaders and commentators encourage people to think only of their own group, to give up hope, or to stop trusting others, we risk damaging democracy and world co-operation in a way that can't be fixed.",B1,C1,0.5656,85.32,0.9277,0.0002,0.001,0.3481,0.0725
B1_4_merged,4_merged,B1,116-b1,"It is society, not nature, that tells us girls should favour arts and humanities and leave maths and physics to the boys. Coupled with this is the lack of positive female role models youngsters see doing science-related jobs. Cartoons and stories often show the crazy scientist, genius inventor, or adventurous astronaut as a man. Furthermore, there is an unfortunate perception that scientists are geeky, have poor social skills or that their work is lonely and detached from the rest of the world. These are false stereotypes portrayed by the media, but they may mean that girls do not identify with scientists, and see science as an unappealing career path. If girls saw more positive female role models in science it would give them more confidence and a greater sense of belonging in those subjects.","Society, not nature, tells us that girls should prefer arts and humanities, and leave maths and physics to the boys. Also, there are not enough positive female role models that young people see who work in science-related jobs. Cartoons and stories often show the crazy scientist, the genius inventor, or the adventurous astronaut as a man. Furthermore, many people believe that scientists are geeky, not good at socialising, or that their work is lonely and separate from others. These are false stereotypes shown by the media, but they may mean that girls do not relate to scientists, and see science as an unappealing career path. If girls saw more positive female role models in science, it would give them more confidence and make them feel more at home in those subjects.","It is society, not nature, that suggests girls should study arts and humanities while boys study maths and physics. Another problem is that young people do not often see positive female role models in science jobs. In cartoons and stories, the scientist, inventor, or astronaut is usually a man. There is also a negative idea that scientists are ""geeky,"" have poor social skills, or work alone, far from the real world. These are false stereotypes shown by the media, but they may stop girls from seeing themselves as scientists and make science seem unattractive. If girls saw more positive female working in science, it would give them more confidence and help them feel that they belong in those subjects.",B1,C1,0.8352,94.14,0.937,0.0,0.0001,0.1255,0.039
